geoid,name,B19301001,"B19301001, Error"
14000US06037141202,"Census Tract 1412.02, Los Angeles, CA",78186,12030
14000US06037141302,"Census Tract 1413.02, Los Angeles, CA",73942,11377
14000US06037141303,"Census Tract 1413.03, Los Angeles, CA",57325,10797
14000US06037141304,"Census Tract 1413.04, Los Angeles, CA",64727,10381
14000US06037141400,"Census Tract 1414, Los Angeles, CA",66283,7691
14000US06037141500,"Census Tract 1415, Los Angeles, CA",124593,20048
14000US06037141600,"Census Tract 1416, Los Angeles, CA",97611,11678
14000US06037141700,"Census Tract 1417, Los Angeles, CA",136222,17876
14000US06037143100,"Census Tract 1431, Los Angeles, CA",79084,11406
14000US06037143200,"Census Tract 1432, Los Angeles, CA",48384,5633
14000US06037143300,"Census Tract 1433, Los Angeles, CA",60043,8414
14000US06037143400,"Census Tract 1434, Los Angeles, CA",68227,9774
14000US06037143500,"Census Tract 1435, Los Angeles, CA",57905,7530
14000US06037143602,"Census Tract 1436.02, Los Angeles, CA",81380,13744
14000US06037143603,"Census Tract 1436.03, Los Angeles, CA",59020,5961
14000US06037143604,"Census Tract 1436.04, Los Angeles, CA",52583,5761
14000US06037143700,"Census Tract 1437, Los Angeles, CA",105592,17185
14000US06037143800,"Census Tract 1438, Los Angeles, CA",86809,10840
14000US06037143901,"Census Tract 1439.01, Los Angeles, CA",118745,30326
14000US06037143902,"Census Tract 1439.02, Los Angeles, CA",105444,19829
14000US06037181000,"Census Tract 1810, Los Angeles, CA",50584,8137
14000US06037181300,"Census Tract 1813, Los Angeles, CA",45493,5845
14000US06037181400,"Census Tract 1814, Los Angeles, CA",34269,3982
14000US06037181500,"Census Tract 1815, Los Angeles, CA",48169,9103
14000US06037181600,"Census Tract 1816, Los Angeles, CA",26014,3243
14000US06037183101,"Census Tract 1831.01, Los Angeles, CA",38338,5404
14000US06037183103,"Census Tract 1831.03, Los Angeles, CA",27004,2760
14000US06037183104,"Census Tract 1831.04, Los Angeles, CA",38442,5160
14000US06037183220,"Census Tract 1832.20, Los Angeles, CA",26861,3617
14000US06037183221,"Census Tract 1832.21, Los Angeles, CA",28211,5117
14000US06037183222,"Census Tract 1832.22, Los Angeles, CA",53787,15192
14000US06037183300,"Census Tract 1833, Los Angeles, CA",28525,4263
14000US06037183401,"Census Tract 1834.01, Los Angeles, CA",28002,4389
14000US06037183402,"Census Tract 1834.02, Los Angeles, CA",31193,4807
14000US06037183510,"Census Tract 1835.10, Los Angeles, CA",34305,4876
14000US06037183520,"Census Tract 1835.20, Los Angeles, CA",24040,3652
14000US06037183610,"Census Tract 1836.10, Los Angeles, CA",22451,2112
14000US06037183620,"Census Tract 1836.20, Los Angeles, CA",27003,3490
14000US06037183701,"Census Tract 1837.01, Los Angeles, CA",28120,3584
14000US06037183702,"Census Tract 1837.02, Los Angeles, CA",33997,5519
14000US06037183810,"Census Tract 1838.10, Los Angeles, CA",21558,2484
14000US06037183820,"Census Tract 1838.20, Los Angeles, CA",20839,3378
14000US06037185100,"Census Tract 1851, Los Angeles, CA",49665,5943
14000US06037185202,"Census Tract 1852.02, Los Angeles, CA",40902,6934
14000US06037185203,"Census Tract 1852.03, Los Angeles, CA",24658,3352
14000US06037185204,"Census Tract 1852.04, Los Angeles, CA",52571,14673
14000US06037185310,"Census Tract 1853.10, Los Angeles, CA",21521,1990
14000US06037185320,"Census Tract 1853.20, Los Angeles, CA",17145,2253
14000US06037186100,"Census Tract 1861, Los Angeles, CA",45755,4759
14000US06037186201,"Census Tract 1862.01, Los Angeles, CA",26572,3425
14000US06037186202,"Census Tract 1862.02, Los Angeles, CA",43204,10004
14000US06037186203,"Census Tract 1862.03, Los Angeles, CA",49279,10346
14000US06037186301,"Census Tract 1863.01, Los Angeles, CA",23653,3353
14000US06037186302,"Census Tract 1863.02, Los Angeles, CA",37107,4172
14000US06037186401,"Census Tract 1864.01, Los Angeles, CA",17127,2412
14000US06037186403,"Census Tract 1864.03, Los Angeles, CA",29232,4966
14000US06037186404,"Census Tract 1864.04, Los Angeles, CA",28443,5549
14000US06037187101,"Census Tract 1871.01, Los Angeles, CA",35290,6416
14000US06037187102,"Census Tract 1871.02, Los Angeles, CA",33975,5001
14000US06037187200,"Census Tract 1872, Los Angeles, CA",27916,3573
14000US06037187300,"Census Tract 1873, Los Angeles, CA",67790,7453
14000US06037188100,"Census Tract 1881, Los Angeles, CA",41496,6607
14000US06037188201,"Census Tract 1882.01, Los Angeles, CA",59165,8617
14000US06037188202,"Census Tract 1882.02, Los Angeles, CA",90560,13313
14000US06037188300,"Census Tract 1883, Los Angeles, CA",51537,9664
14000US06037189101,"Census Tract 1891.01, Los Angeles, CA",53136,6455
14000US06037189102,"Census Tract 1891.02, Los Angeles, CA",77917,14104
14000US06037189201,"Census Tract 1892.01, Los Angeles, CA",37131,3791
14000US06037189202,"Census Tract 1892.02, Los Angeles, CA",91241,20392
14000US06037189300,"Census Tract 1893, Los Angeles, CA",117299,18617
14000US06037189400,"Census Tract 1894, Los Angeles, CA",122441,15045
14000US06037189500,"Census Tract 1895, Los Angeles, CA",48401,8581
14000US06037189600,"Census Tract 1896, Los Angeles, CA",64564,10817
14000US06037189701,"Census Tract 1897.01, Los Angeles, CA",83762,16396
14000US06037189702,"Census Tract 1897.02, Los Angeles, CA",101026,20335
14000US06037189800,"Census Tract 1898, Los Angeles, CA",71620,14704
14000US06037189902,"Census Tract 1899.02, Los Angeles, CA",49076,7528
14000US06037189903,"Census Tract 1899.03, Los Angeles, CA",66909,10580
14000US06037189904,"Census Tract 1899.04, Los Angeles, CA",44384,5640
14000US06037189905,"Census Tract 1899.05, Los Angeles, CA",61448,10063
14000US06037190100,"Census Tract 1901, Los Angeles, CA",40354,5757
14000US06037190201,"Census Tract 1902.01, Los Angeles, CA",24942,4303
14000US06037190202,"Census Tract 1902.02, Los Angeles, CA",34123,4894
14000US06037190301,"Census Tract 1903.01, Los Angeles, CA",39700,5684
14000US06037190401,"Census Tract 1904.01, Los Angeles, CA",36864,5182
14000US06037190402,"Census Tract 1904.02, Los Angeles, CA",31588,4352
14000US06037190510,"Census Tract 1905.10, Los Angeles, CA",24923,2716
14000US06037190520,"Census Tract 1905.20, Los Angeles, CA",23873,3750
14000US06037190700,"Census Tract 1907, Los Angeles, CA",49293,10035
14000US06037190801,"Census Tract 1908.01, Los Angeles, CA",26961,4793
14000US06037190802,"Census Tract 1908.02, Los Angeles, CA",28800,5862
14000US06037190901,"Census Tract 1909.01, Los Angeles, CA",18894,2802
14000US06037190902,"Census Tract 1909.02, Los Angeles, CA",24360,2918
14000US06037191000,"Census Tract 1910, Los Angeles, CA",52883,10692
14000US06037191110,"Census Tract 1911.10, Los Angeles, CA",24346,8588
14000US06037191120,"Census Tract 1911.20, Los Angeles, CA",24280,5110
14000US06037191201,"Census Tract 1912.01, Los Angeles, CA",26881,3010
14000US06037191203,"Census Tract 1912.03, Los Angeles, CA",20221,3837
14000US06037191204,"Census Tract 1912.04, Los Angeles, CA",24014,3094
14000US06037191301,"Census Tract 1913.01, Los Angeles, CA",25922,3296
14000US06037191302,"Census Tract 1913.02, Los Angeles, CA",29935,4112
14000US06037191410,"Census Tract 1914.10, Los Angeles, CA",22469,3222
14000US06037191420,"Census Tract 1914.20, Los Angeles, CA",28519,4633
14000US06037191500,"Census Tract 1915, Los Angeles, CA",24563,3355
14000US06037191610,"Census Tract 1916.10, Los Angeles, CA",23463,4814
14000US06037191620,"Census Tract 1916.20, Los Angeles, CA",17375,2137
14000US06037191710,"Census Tract 1917.10, Los Angeles, CA",18518,2179
14000US06037191720,"Census Tract 1917.20, Los Angeles, CA",17808,2767
14000US06037191810,"Census Tract 1918.10, Los Angeles, CA",21541,3246
14000US06037191820,"Census Tract 1918.20, Los Angeles, CA",34206,3732
14000US06037191901,"Census Tract 1919.01, Los Angeles, CA",38957,4886
14000US06037191902,"Census Tract 1919.02, Los Angeles, CA",81718,14842
14000US06037192001,"Census Tract 1920.01, Los Angeles, CA",57498,12270
14000US06037192002,"Census Tract 1920.02, Los Angeles, CA",71917,12588
14000US06037192300,"Census Tract 1923, Los Angeles, CA",83606,11816
14000US06037192410,"Census Tract 1924.10, Los Angeles, CA",53920,7943
14000US06037192420,"Census Tract 1924.20, Los Angeles, CA",27327,5401
14000US06037192510,"Census Tract 1925.10, Los Angeles, CA",22042,3922
14000US06037192520,"Census Tract 1925.20, Los Angeles, CA",18451,2327
14000US06037192610,"Census Tract 1926.10, Los Angeles, CA",18651,2338
14000US06037192620,"Census Tract 1926.20, Los Angeles, CA",18854,2283
14000US06037192700,"Census Tract 1927, Los Angeles, CA",23373,4052
14000US06037194101,"Census Tract 1941.01, Los Angeles, CA",84534,15055
14000US06037194102,"Census Tract 1941.02, Los Angeles, CA",91765,15746
14000US06037194200,"Census Tract 1942, Los Angeles, CA",113181,21679
14000US06037194300,"Census Tract 1943, Los Angeles, CA",154165,32229
14000US06037194401,"Census Tract 1944.01, Los Angeles, CA",73282,18927
14000US06037194402,"Census Tract 1944.02, Los Angeles, CA",73698,13286
14000US06037194500,"Census Tract 1945, Los Angeles, CA",94610,15585
14000US06037195100,"Census Tract 1951, Los Angeles, CA",71799,9755
14000US06037195201,"Census Tract 1952.01, Los Angeles, CA",68605,12702
14000US06037195202,"Census Tract 1952.02, Los Angeles, CA",82883,15502
14000US06037195300,"Census Tract 1953, Los Angeles, CA",48290,7468
14000US06037195400,"Census Tract 1954, Los Angeles, CA",71903,10524
14000US06037195500,"Census Tract 1955, Los Angeles, CA",65885,14426
14000US06037195600,"Census Tract 1956, Los Angeles, CA",37883,5662
14000US06037195710,"Census Tract 1957.10, Los Angeles, CA",22011,3275
14000US06037195720,"Census Tract 1957.20, Los Angeles, CA",33360,6519
14000US06037195802,"Census Tract 1958.02, Los Angeles, CA",27095,2843
14000US06037195803,"Census Tract 1958.03, Los Angeles, CA",45763,6187
14000US06037195804,"Census Tract 1958.04, Los Angeles, CA",44345,7551
14000US06037195901,"Census Tract 1959.01, Los Angeles, CA",45906,7184
14000US06037195902,"Census Tract 1959.02, Los Angeles, CA",59496,13678
14000US06037195903,"Census Tract 1959.03, Los Angeles, CA",32852,3293
14000US06037197200,"Census Tract 1972, Los Angeles, CA",23190,3342
14000US06037197300,"Census Tract 1973, Los Angeles, CA",45019,5096
14000US06037197410,"Census Tract 1974.10, Los Angeles, CA",55587,7293
14000US06037197420,"Census Tract 1974.20, Los Angeles, CA",34717,6595
14000US06037197500,"Census Tract 1975, Los Angeles, CA",43310,5433
14000US06037197600,"Census Tract 1976, Los Angeles, CA",42182,5668
14000US06037197700,"Census Tract 1977, Los Angeles, CA",30348,4221
14000US06037199000,"Census Tract 1990, Los Angeles, CA",22593,3120
14000US06037199110,"Census Tract 1991.10, Los Angeles, CA",21888,2877
14000US06037199120,"Census Tract 1991.20, Los Angeles, CA",15935,2687
14000US06037199201,"Census Tract 1992.01, Los Angeles, CA",14583,2191
14000US06037199202,"Census Tract 1992.02, Los Angeles, CA",25779,3738
14000US06037199300,"Census Tract 1993, Los Angeles, CA",46163,9131
14000US06037199400,"Census Tract 1994, Los Angeles, CA",23701,6569
14000US06037199700,"Census Tract 1997, Los Angeles, CA",23172,3588
14000US06037199800,"Census Tract 1998, Los Angeles, CA",13772,1434
14000US06037199900,"Census Tract 1999, Los Angeles, CA",16893,1908
14000US06037201110,"Census Tract 2011.10, Los Angeles, CA",30463,3407
14000US06037201120,"Census Tract 2011.20, Los Angeles, CA",29057,4357
14000US06037201200,"Census Tract 2012, Los Angeles, CA",22212,3835
14000US06037201301,"Census Tract 2013.01, Los Angeles, CA",19735,2002
14000US06037201302,"Census Tract 2013.02, Los Angeles, CA",44498,5046
14000US06037201401,"Census Tract 2014.01, Los Angeles, CA",20414,2435
14000US06037201402,"Census Tract 2014.02, Los Angeles, CA",24736,4105
14000US06037201501,"Census Tract 2015.01, Los Angeles, CA",21876,2276
14000US06037201503,"Census Tract 2015.03, Los Angeles, CA",19077,2658
14000US06037201504,"Census Tract 2015.04, Los Angeles, CA",18567,2741
14000US06037201601,"Census Tract 2016.01, Los Angeles, CA",23184,2870
14000US06037201602,"Census Tract 2016.02, Los Angeles, CA",21260,1988
14000US06037201700,"Census Tract 2017, Los Angeles, CA",23992,3412
14000US06037203100,"Census Tract 2031, Los Angeles, CA",14069,1872
14000US06037203200,"Census Tract 2032, Los Angeles, CA",19403,3474
14000US06037203300,"Census Tract 2033, Los Angeles, CA",10296,1894
14000US06037203500,"Census Tract 2035, Los Angeles, CA",19542,3050
14000US06037203600,"Census Tract 2036, Los Angeles, CA",15580,1677
14000US06037203710,"Census Tract 2037.10, Los Angeles, CA",15790,1941
14000US06037203720,"Census Tract 2037.20, Los Angeles, CA",14526,1920
14000US06037203800,"Census Tract 2038, Los Angeles, CA",15133,2805
14000US06037203900,"Census Tract 2039, Los Angeles, CA",18892,2685
14000US06037204110,"Census Tract 2041.10, Los Angeles, CA",15716,1513
14000US06037204120,"Census Tract 2041.20, Los Angeles, CA",16316,1863
14000US06037204200,"Census Tract 2042, Los Angeles, CA",12663,1689
14000US06037204300,"Census Tract 2043, Los Angeles, CA",15505,4139
14000US06037204410,"Census Tract 2044.10, Los Angeles, CA",16478,2905
14000US06037204420,"Census Tract 2044.20, Los Angeles, CA",15880,2273
14000US06037204600,"Census Tract 2046, Los Angeles, CA",15649,2638
14000US06037204700,"Census Tract 2047, Los Angeles, CA",18574,2729
14000US06037204810,"Census Tract 2048.10, Los Angeles, CA",14780,1828
14000US06037204820,"Census Tract 2048.20, Los Angeles, CA",15459,2355
14000US06037204910,"Census Tract 2049.10, Los Angeles, CA",17605,2100
14000US06037204920,"Census Tract 2049.20, Los Angeles, CA",15485,3107
14000US06037205110,"Census Tract 2051.10, Los Angeles, CA",14371,1551
14000US06037205120,"Census Tract 2051.20, Los Angeles, CA",10866,1548
14000US06037206010,"Census Tract 2060.10, Los Angeles, CA",23190,5232
14000US06037206020,"Census Tract 2060.20, Los Angeles, CA",10405,1959
14000US06037206031,"Census Tract 2060.31, Los Angeles, CA",74229,14708
14000US06037206032,"Census Tract 2060.32, Los Angeles, CA",13703,1950
14000US06037206050,"Census Tract 2060.50, Los Angeles, CA",16327,2233
14000US06037206200,"Census Tract 2062, Los Angeles, CA",37593,10279
14000US06037206300,"Census Tract 2063, Los Angeles, CA",8508,1733
14000US06037207101,"Census Tract 2071.01, Los Angeles, CA",27845,4065
14000US06037207102,"Census Tract 2071.02, Los Angeles, CA",24578,3956
14000US06037207103,"Census Tract 2071.03, Los Angeles, CA",19764,4048
14000US06037207301,"Census Tract 2073.01, Los Angeles, CA",59298,9689
14000US06037207302,"Census Tract 2073.02, Los Angeles, CA",52695,8142
14000US06037207400,"Census Tract 2074, Los Angeles, CA",35890,17062
14000US06037207501,"Census Tract 2075.01, Los Angeles, CA",61058,12509
14000US06037207502,"Census Tract 2075.02, Los Angeles, CA",51878,8322
14000US06037207710,"Census Tract 2077.10, Los Angeles, CA",89165,9907
14000US06037207900,"Census Tract 2079, Los Angeles, CA",67722,8676
14000US06037208000,"Census Tract 2080, Los Angeles, CA",22883,5793
14000US06037208301,"Census Tract 2083.01, Los Angeles, CA",14731,2431
14000US06037208302,"Census Tract 2083.02, Los Angeles, CA",17267,2370
14000US06037208401,"Census Tract 2084.01, Los Angeles, CA",15965,2179
14000US06037208402,"Census Tract 2084.02, Los Angeles, CA",21555,3455
14000US06037208501,"Census Tract 2085.01, Los Angeles, CA",25558,2753
14000US06037208502,"Census Tract 2085.02, Los Angeles, CA",16538,1742
14000US06037208610,"Census Tract 2086.10, Los Angeles, CA",23004,2307
14000US06037208620,"Census Tract 2086.20, Los Angeles, CA",24053,2645
14000US06037208710,"Census Tract 2087.10, Los Angeles, CA",32879,4292
14000US06037208720,"Census Tract 2087.20, Los Angeles, CA",17180,2588
14000US06037208801,"Census Tract 2088.01, Los Angeles, CA",19154,3382
14000US06037208802,"Census Tract 2088.02, Los Angeles, CA",22956,3591
14000US06037208902,"Census Tract 2089.02, Los Angeles, CA",14445,2950
14000US06037208903,"Census Tract 2089.03, Los Angeles, CA",13585,1619
14000US06037208904,"Census Tract 2089.04, Los Angeles, CA",12679,1523
14000US06037209102,"Census Tract 2091.02, Los Angeles, CA",20928,6429
14000US06037209103,"Census Tract 2091.03, Los Angeles, CA",10996,1804
14000US06037209104,"Census Tract 2091.04, Los Angeles, CA",15633,1783
14000US06037209200,"Census Tract 2092, Los Angeles, CA",39589,5341
14000US06037209300,"Census Tract 2093, Los Angeles, CA",17446,2197
14000US06037209401,"Census Tract 2094.01, Los Angeles, CA",14651,1792
14000US06037209402,"Census Tract 2094.02, Los Angeles, CA",12949,1554
14000US06037209403,"Census Tract 2094.03, Los Angeles, CA",14698,1832
14000US06037209510,"Census Tract 2095.10, Los Angeles, CA",14927,1886
14000US06037209520,"Census Tract 2095.20, Los Angeles, CA",14107,1903
14000US06037209810,"Census Tract 2098.10, Los Angeles, CA",14385,1802
14000US06037209820,"Census Tract 2098.20, Los Angeles, CA",12762,2144
14000US06037210010,"Census Tract 2100.10, Los Angeles, CA",14922,2021
14000US06037211000,"Census Tract 2110, Los Angeles, CA",94573,15099
14000US06037211120,"Census Tract 2111.20, Los Angeles, CA",28829,5319
14000US06037211121,"Census Tract 2111.21, Los Angeles, CA",25144,3248
14000US06037211122,"Census Tract 2111.22, Los Angeles, CA",23796,4077
14000US06037211201,"Census Tract 2112.01, Los Angeles, CA",21232,2189
14000US06037211202,"Census Tract 2112.02, Los Angeles, CA",21370,2655
14000US06037211310,"Census Tract 2113.10, Los Angeles, CA",15960,1616
14000US06037211320,"Census Tract 2113.20, Los Angeles, CA",17557,3470
14000US06037211410,"Census Tract 2114.10, Los Angeles, CA",25852,4186
14000US06037211420,"Census Tract 2114.20, Los Angeles, CA",29000,5023
14000US06037211500,"Census Tract 2115, Los Angeles, CA",59855,9829
14000US06037211701,"Census Tract 2117.01, Los Angeles, CA",92637,25162
14000US06037211703,"Census Tract 2117.03, Los Angeles, CA",28357,4939
14000US06037211704,"Census Tract 2117.04, Los Angeles, CA",34708,4283
14000US06037211802,"Census Tract 2118.02, Los Angeles, CA",25998,3407
14000US06037211803,"Census Tract 2118.03, Los Angeles, CA",26981,3909
14000US06037211804,"Census Tract 2118.04, Los Angeles, CA",24556,4941
14000US06037211910,"Census Tract 2119.10, Los Angeles, CA",22007,3250
14000US06037211921,"Census Tract 2119.21, Los Angeles, CA",16689,2715
14000US06037211922,"Census Tract 2119.22, Los Angeles, CA",24221,2971
14000US06037212101,"Census Tract 2121.01, Los Angeles, CA",33326,7877
14000US06037212102,"Census Tract 2121.02, Los Angeles, CA",24599,6815
14000US06037212202,"Census Tract 2122.02, Los Angeles, CA",18562,2423
14000US06037212203,"Census Tract 2122.03, Los Angeles, CA",21335,2981
14000US06037212204,"Census Tract 2122.04, Los Angeles, CA",16831,2960
14000US06037212303,"Census Tract 2123.03, Los Angeles, CA",22858,3382
14000US06037212304,"Census Tract 2123.04, Los Angeles, CA",16812,2105
14000US06037212305,"Census Tract 2123.05, Los Angeles, CA",16655,1921
14000US06037212306,"Census Tract 2123.06, Los Angeles, CA",20177,2321
14000US06037212410,"Census Tract 2124.10, Los Angeles, CA",25002,5037
14000US06037212420,"Census Tract 2124.20, Los Angeles, CA",19679,2560
14000US06037212501,"Census Tract 2125.01, Los Angeles, CA",30592,5673
14000US06037212502,"Census Tract 2125.02, Los Angeles, CA",31682,4673
14000US06037212610,"Census Tract 2126.10, Los Angeles, CA",28936,3931
14000US06037212620,"Census Tract 2126.20, Los Angeles, CA",23301,2561
14000US06037212701,"Census Tract 2127.01, Los Angeles, CA",28415,4215
14000US06037212702,"Census Tract 2127.02, Los Angeles, CA",47546,7184
14000US06037212800,"Census Tract 2128, Los Angeles, CA",36570,5161
14000US06037212900,"Census Tract 2129, Los Angeles, CA",26210,3910
14000US06037213100,"Census Tract 2131, Los Angeles, CA",28140,3677
14000US06037213201,"Census Tract 2132.01, Los Angeles, CA",17424,2643
14000US06037213202,"Census Tract 2132.02, Los Angeles, CA",17991,2595
14000US06037213310,"Census Tract 2133.10, Los Angeles, CA",22825,3480
14000US06037213320,"Census Tract 2133.20, Los Angeles, CA",19402,2932
14000US06037213401,"Census Tract 2134.01, Los Angeles, CA",16406,1679
14000US06037213402,"Census Tract 2134.02, Los Angeles, CA",18437,3299
14000US06037214000,"Census Tract 2140, Los Angeles, CA",61909,10857
14000US06037214100,"Census Tract 2141, Los Angeles, CA",71422,10199
14000US06037214400,"Census Tract 2144, Los Angeles, CA",67234,10514
14000US06037214501,"Census Tract 2145.01, Los Angeles, CA",64185,9041
14000US06037214502,"Census Tract 2145.02, Los Angeles, CA",48268,11538
14000US06037214503,"Census Tract 2145.03, Los Angeles, CA",48450,7924
14000US06037214600,"Census Tract 2146, Los Angeles, CA",83419,14700
14000US06037214700,"Census Tract 2147, Los Angeles, CA",77565,13121
14000US06037214800,"Census Tract 2148, Los Angeles, CA",70953,9665
14000US06037214901,"Census Tract 2149.01, Los Angeles, CA",66857,10380
14000US06037214902,"Census Tract 2149.02, Los Angeles, CA",71849,9638
14000US06037215101,"Census Tract 2151.01, Los Angeles, CA",54823,7713
14000US06037215102,"Census Tract 2151.02, Los Angeles, CA",54631,8268
14000US06037216100,"Census Tract 2161, Los Angeles, CA",72362,12374
14000US06037216200,"Census Tract 2162, Los Angeles, CA",64847,10648
14000US06037216300,"Census Tract 2163, Los Angeles, CA",75231,10513
14000US06037216401,"Census Tract 2164.01, Los Angeles, CA",53130,12870
14000US06037216402,"Census Tract 2164.02, Los Angeles, CA",58316,12766
14000US06037216700,"Census Tract 2167, Los Angeles, CA",51289,6271
14000US06037216800,"Census Tract 2168, Los Angeles, CA",62795,8255
14000US06037216900,"Census Tract 2169, Los Angeles, CA",66720,10291
14000US06037217001,"Census Tract 2170.01, Los Angeles, CA",43530,7112
14000US06037217002,"Census Tract 2170.02, Los Angeles, CA",49620,8689
14000US06037217100,"Census Tract 2171, Los Angeles, CA",40788,9471
14000US06037217200,"Census Tract 2172, Los Angeles, CA",34832,3412
14000US06037218110,"Census Tract 2181.10, Los Angeles, CA",25456,5124
14000US06037218120,"Census Tract 2181.20, Los Angeles, CA",15983,1910
14000US06037218210,"Census Tract 2182.10, Los Angeles, CA",18564,2570
14000US06037218220,"Census Tract 2182.20, Los Angeles, CA",39164,9791
14000US06037218300,"Census Tract 2183, Los Angeles, CA",27970,4118
14000US06037218400,"Census Tract 2184, Los Angeles, CA",22740,2833
14000US06037218500,"Census Tract 2185, Los Angeles, CA",25468,3801
14000US06037218600,"Census Tract 2186, Los Angeles, CA",25367,3118
14000US06037218701,"Census Tract 2187.01, Los Angeles, CA",26720,4723
14000US06037218702,"Census Tract 2187.02, Los Angeles, CA",22193,3073
14000US06037218800,"Census Tract 2188, Los Angeles, CA",24725,2201
14000US06037218900,"Census Tract 2189, Los Angeles, CA",23236,3566
14000US06037219010,"Census Tract 2190.10, Los Angeles, CA",23781,3141
14000US06037219020,"Census Tract 2190.20, Los Angeles, CA",20478,2591
14000US06037219300,"Census Tract 2193, Los Angeles, CA",23420,5567
14000US06037219500,"Census Tract 2195, Los Angeles, CA",35358,6267
14000US06037219700,"Census Tract 2197, Los Angeles, CA",21266,2473
14000US06037219800,"Census Tract 2198, Los Angeles, CA",22154,2426
14000US06037219901,"Census Tract 2199.01, Los Angeles, CA",19062,3320
14000US06037219902,"Census Tract 2199.02, Los Angeles, CA",24558,3848
